EBT Packet Time	tracking	tracking time(s)	T[0,0]	T[0,1]	T[0,2]	T[0,3]	T[1,0]	T[1,1]	T[1,2]	T[1,3]	T[2,0]	T[2,1]	T[2,2]	T[2,3]	T[3,0]	T[3,1]	T[3,2]	T[3,3]	Frame Time(ms)	KUKA Data Time	x	y	z	a	b	c
1464723717.176145	1	209.48679	0.985311	0.123250	-0.118199	0.083058	-0.108928	0.986681	0.120813	0.192773	0.131515	-0.106163	0.985613	2.250381	0.000000	0.000000	0.000000	1.000000	36	1464723717.171447	-156.759800	6.305600	-94.476300	3.801300	5.776400	-0.465400	
1464723717.215378	1	209.52600	0.985541	0.123486	-0.116020	0.082442	-0.109277	0.986527	0.121752	0.192675	0.129491	-0.107313	0.985757	2.250511	0.000000	0.000000	0.000000	1.000000	39	1464723717.207439	-156.529900	6.078700	-94.743900	3.809300	5.684300	-0.493600	
1464723717.252759	1	209.56339	0.985688	0.123504	-0.114742	0.082672	-0.109336	0.986427	0.122506	0.192877	0.128314	-0.108208	0.985813	2.251378	0.000000	0.000000	0.000000	1.000000	37	1464723717.243470	-156.301500	5.865700	-94.996100	3.815900	5.592100	-0.522900	
1464723717.290635	1	209.60130	0.985757	0.123896	-0.113723	0.082650	-0.109797	0.986334	0.122838	0.193155	0.127388	-0.108602	0.985889	2.251989	0.000000	0.000000	0.000000	1.000000	37	1464723717.279513	-156.062000	5.625600	-95.260700	3.823900	5.500100	-0.550500	
1464723717.327148	1	209.63779	0.985977	0.123675	-0.112048	0.082497	-0.109645	0.986237	0.123753	0.193180	0.125811	-0.109732	0.985967	2.252663	0.000000	0.000000	0.000000	1.000000	36	1464723717.315438	-155.832300	5.382300	-95.527000	3.830500	5.408100	-0.578100	
1464723717.366328	1	209.67699	0.985947	0.123916	-0.112045	0.082325	-0.109979	0.986291	0.123021	0.193590	0.125753	-0.108970	0.986059	2.252273	0.000000	0.000000	0.000000	1.000000	39	1464723717.363444	-155.527500	5.078700	-95.883500	3.840000	5.284700	-0.615100	
1464723717.402402	1	209.71310	0.986099	0.124171	-0.110406	0.082511	-0.110320	0.986158	0.123779	0.193687	0.124248	-0.109878	0.986149	2.253530	0.000000	0.000000	0.000000	1.000000	36	1464723717.399453	-155.305100	4.858300	-96.152200	3.847100	5.191800	-0.643400	
1464723717.438070	1	209.74875	0.986463	0.123656	-0.107704	0.082397	-0.110103	0.986178	0.123812	0.194438	0.121525	-0.110278	0.986443	2.254241	0.000000	0.000000	0.000000	1.000000	35	1464723717.435423	-155.070700	4.621900	-96.411700	3.853900	5.099800	-0.671400	
1464723717.479742	1	209.79040	0.986555	0.123850	-0.106633	0.082139	-0.110359	0.986091	0.124280	0.194221	0.120542	-0.110841	0.986501	2.254417	0.000000	0.000000	0.000000	1.000000	41	1464723717.471428	-154.840700	4.360500	-96.691200	3.861300	5.007200	-0.697700	
1464723717.526723	1	209.83732	0.986680	0.124246	-0.105006	0.081420	-0.110692	0.985795	0.126312	0.193671	0.119208	-0.113006	0.986417	2.254736	0.000000	0.000000	0.000000	1.000000	46	1464723717.519492	-154.542800	4.035300	-97.055700	3.870500	4.883100	-0.733900	
1464723717.567237	1	209.87789	0.987016	0.124757	-0.101173	0.080739	-0.111550	0.985598	0.127096	0.194368	0.115572	-0.114160	0.986717	2.255514	0.000000	0.000000	0.000000	1.000000	40	1464723717.555420	-154.314700	3.819900	-97.315400	3.877100	4.790600	-0.761900	
1464723717.604719	1	209.91527	0.987142	0.124875	-0.099788	0.081127	-0.111802	0.985541	0.127318	0.194806	0.114244	-0.114525	0.986829	2.255998	0.000000	0.000000	0.000000	1.000000	37	1464723717.603447	-154.018700	3.511000	-97.676800	3.886200	4.666400	-0.799200	
1464723717.640364	1	209.95105	0.987410	0.124280	-0.097859	0.081512	-0.111427	0.985577	0.127364	0.195289	0.112277	-0.114856	0.987017	2.256537	0.000000	0.000000	0.000000	1.000000	36	1464723717.639412	-153.799700	3.259100	-97.950500	3.893200	4.573000	-0.825400	
1464723717.683304	1	209.99389	0.987711	0.124150	-0.094944	0.080817	-0.111378	0.985280	0.129687	0.195134	0.109647	-0.117519	0.986999	2.256910	0.000000	0.000000	0.000000	1.000000	42	1464723717.675454	-153.573600	3.020700	-98.223600	3.899900	4.480000	-0.852700	
1464723717.720018	1	210.03066	0.988037	0.123707	-0.092082	0.080963	-0.111026	0.985011	0.132008	0.195022	0.107032	-0.120205	0.986962	2.258214	0.000000	0.000000	0.000000	1.000000	36	1464723717.711471	-153.355900	2.803200	-98.493600	3.906200	4.386600	-0.880300	
1464723717.757635	1	210.06821	0.988240	0.123603	-0.090024	0.080900	-0.111143	0.984962	0.132281	0.195891	0.105020	-0.120719	0.987116	2.259153	0.000000	0.000000	0.000000	1.000000	37	1464723717.747489	-153.128300	2.580500	-98.760300	3.912500	4.293300	-0.907800	
1464723717.793086	1	210.10373	0.988314	0.124007	-0.088642	0.080702	-0.111627	0.984794	0.133114	0.196086	0.103801	-0.121663	0.987129	2.259475	0.000000	0.000000	0.000000	1.000000	35	1464723717.783422	-152.914200	2.318600	-99.045300	3.918300	4.199700	-0.934100	
1464723717.831815	1	210.14243	0.988348	0.124415	-0.087692	0.080120	-0.112073	0.984644	0.133850	0.196357	0.102998	-0.122462	0.987114	2.259011	0.000000	0.000000	0.000000	1.000000	38	1464723717.831449	-152.619900	1.994800	-99.407600	3.926900	4.074700	-0.969000	
1464723717.867794	1	210.17843	0.988416	0.124754	-0.086429	0.080354	-0.112323	0.984291	0.136213	0.196081	0.102064	-0.124927	0.986902	2.260443	0.000000	0.000000	0.000000	1.000000	36	1464723717.867408	-152.396900	1.768000	-99.686900	3.932500	3.981200	-0.996000	
1464723717.906375	1	210.21702	0.988608	0.124548	-0.084512	0.080517	-0.112264	0.984168	0.137152	0.196720	0.100256	-0.126102	0.986938	2.260638	0.000000	0.000000	0.000000	1.000000	38	1464723717.903462	-152.182300	1.549200	-99.961800	3.938400	3.887300	-1.023200	
1464723717.943035	1	210.25369	0.988801	0.124876	-0.081718	0.080386	-0.112836	0.983946	0.138270	0.196621	0.097673	-0.127500	0.987018	2.261405	0.000000	0.000000	0.000000	1.000000	36	1464723717.939452	-151.958300	1.296200	-100.238400	3.944400	3.793400	-1.049100	
1464723717.983044	1	210.29374	0.989062	0.124332	-0.079357	0.080474	-0.112549	0.983906	0.138785	0.196879	0.095335	-0.128336	0.987138	2.262343	0.000000	0.000000	0.000000	1.000000	40	1464723717.975424	-151.741300	1.037700	-100.528600	3.950300	3.699100	-1.074600	
1464723718.019982	1	210.33063	0.989157	0.124505	-0.077887	0.080172	-0.112673	0.983536	0.141285	0.196940	0.094196	-0.130977	0.986900	2.263173	0.000000	0.000000	0.000000	1.000000	37	1464723718.011399	-151.520400	0.801200	-100.809400	3.956300	3.605300	-1.100500	
1464723718.056894	1	210.36757	0.989178	0.124199	-0.078116	0.080751	-0.112122	0.983272	0.143545	0.197336	0.094637	-0.133233	0.986556	2.264438	0.000000	0.000000	0.000000	1.000000	36	1464723718.047458	-151.300900	0.576300	-101.092700	3.961800	3.511200	-1.126700	
1464723718.099179	1	210.40975	0.989343	0.123828	-0.076603	0.080322	-0.111937	0.983264	0.143743	0.198051	0.093120	-0.133637	0.986646	2.264169	0.000000	0.000000	0.000000	1.000000	42	1464723718.095506	-151.011700	0.261000	-101.462000	3.969500	3.385600	-1.162200	
1464723718.142107	1	210.45278	0.989513	0.123576	-0.074790	0.080092	-0.111828	0.983113	0.144856	0.197884	0.091427	-0.134973	0.986622	2.264355	0.000000	0.000000	0.000000	1.000000	42	1464723718.131403	-150.793900	0.000400	-101.751700	3.975500	3.291000	-1.187100	
1464723718.181614	1	210.49227	0.989509	0.123650	-0.074714	0.080687	-0.111760	0.982877	0.146504	0.197849	0.091550	-0.136617	0.986385	2.265473	0.000000	0.000000	0.000000	1.000000	39	1464723718.179411	-150.504400	-0.341900	-102.152000	3.983000	3.165300	-1.220200	
1464723718.219122	1	210.52980	0.989671	0.123051	-0.073556	0.080314	-0.111617	0.983366	0.143291	0.199173	0.089965	-0.133601	0.986943	2.264379	0.000000	0.000000	0.000000	1.000000	37	1464723718.215468	-150.289700	-0.561300	-102.424100	3.988900	3.070400	-1.247000	
1464723718.255807	1	210.56648	0.989898	0.122636	-0.071148	0.080391	-0.111354	0.983106	0.145267	0.198709	0.087761	-0.135877	0.986831	2.264933	0.000000	0.000000	0.000000	1.000000	37	1464723718.251411	-150.076300	-0.805000	-102.718100	3.993900	2.975800	-1.272400	
1464723718.294242	1	210.60491	0.990094	0.122311	-0.068952	0.081080	-0.111153	0.982822	0.147327	0.198487	0.085788	-0.138204	0.986681	2.266282	0.000000	0.000000	0.000000	1.000000	38	1464723718.287379	-149.859700	-1.063100	-103.007200	3.999300	2.881200	-1.297200	
1464723718.331049	1	210.64173	0.990148	0.122510	-0.067817	0.080136	-0.111563	0.982871	0.146690	0.199055	0.084626	-0.137679	0.986855	2.265412	0.000000	0.000000	0.000000	1.000000	36	1464723718.323426	-149.647500	-1.311500	-103.301700	4.003900	2.786300	-1.321800	
1464723718.367866	1	210.67850	0.990121	0.122966	-0.067385	0.079731	-0.112219	0.983047	0.145004	0.199108	0.084073	-0.136010	0.987134	2.263979	0.000000	0.000000	0.000000	1.000000	36	1464723718.359481	-149.440200	-1.542400	-103.589600	4.008900	2.691200	-1.347600	
1464723718.404571	1	210.71523	0.990089	0.122785	-0.068180	0.079835	-0.112092	0.983336	0.143127	0.199900	0.084618	-0.134066	0.987353	2.263187	0.000000	0.000000	0.000000	1.000000	36	1464723718.395384	-149.226400	-1.765900	-103.875900	4.014100	2.596300	-1.373800	
1464723718.444335	1	210.75497	0.990268	0.123066	-0.064986	0.079443	-0.112525	0.982793	0.146477	0.199187	0.081894	-0.137739	0.987077	2.263734	0.000000	0.000000	0.000000	1.000000	39	1464723718.443396	-148.951700	-2.111600	-104.273300	4.020300	2.469000	-1.405700	
1464723718.480849	1	210.79147	0.990302	0.123279	-0.064059	0.079586	-0.112735	0.982532	0.148058	0.199284	0.081192	-0.139401	0.986902	2.264393	0.000000	0.000000	0.000000	1.000000	36	1464723718.479414	-148.742300	-2.363100	-104.560800	4.025100	2.373800	-1.430700	
1464723718.517370	1	210.82797	0.990512	0.122945	-0.061406	0.079579	-0.112323	0.981711	0.153708	0.199015	0.079181	-0.145353	0.986206	2.265902	0.000000	0.000000	0.000000	1.000000	36	1464723718.515474	-148.534200	-2.605100	-104.859300	4.029700	2.278200	-1.455000	
1464723718.555036	1	210.86570	0.990628	0.122713	-0.059976	0.079797	-0.112181	0.981484	0.155257	0.199755	0.077917	-0.147074	0.986052	2.266783	0.000000	0.000000	0.000000	1.000000	37	1464723718.551442	-148.322400	-2.832400	-105.146900	4.034400	2.182900	-1.480400	
1464723718.593223	1	210.90385	0.990789	0.123313	-0.055950	0.078773	-0.113305	0.981218	0.156122	0.199860	0.074151	-0.148344	0.986152	2.266941	0.000000	0.000000	0.000000	1.000000	37	1464723718.587383	-148.114500	-3.079200	-105.442300	4.039100	2.087500	-1.505100	
1464723718.631756	1	210.94244	0.990810	0.123478	-0.055218	0.079311	-0.113640	0.981310	0.155293	0.200475	0.073361	-0.147591	0.986324	2.266874	0.000000	0.000000	0.000000	1.000000	38	1464723718.623495	-147.912800	-3.338400	-105.741300	4.044300	1.991200	-1.528500	
1464723718.668268	1	210.97891	0.990960	0.123468	-0.052473	0.079479	-0.113987	0.981159	0.155992	0.199955	0.070744	-0.148601	0.986364	2.267513	0.000000	0.000000	0.000000	1.000000	36	1464723718.659432	-147.698200	-3.587500	-106.043300	4.048600	1.895900	-1.553100	
1464723718.705897	1	211.01658	0.991100	0.123175	-0.050488	0.079055	-0.114088	0.981364	0.154624	0.200862	0.068593	-0.147488	0.986682	2.266987	0.000000	0.000000	0.000000	1.000000	37	1464723718.695404	-147.492900	-3.817600	-106.345000	4.053000	1.799800	-1.577300	
1464723718.746791	1	211.05744	0.991291	0.122818	-0.047509	0.078594	-0.114053	0.981074	0.156477	0.200857	0.065829	-0.149696	0.986538	2.267575	0.000000	0.000000	0.000000	1.000000	41	1464723718.743487	-147.218200	-4.133300	-106.734400	4.059000	1.671800	-1.610400	
1464723718.784108	1	211.09475	0.991300	0.122877	-0.047174	0.079115	-0.114101	0.980923	0.157391	0.200700	0.065614	-0.150639	0.986409	2.268517	0.000000	0.000000	0.000000	1.000000	37	1464723718.779429	-147.011800	-4.402200	-107.046400	4.062800	1.576000	-1.633400	
1464723718.820074	1	211.13070	0.991428	0.122771	-0.044703	0.078416	-0.114608	0.981456	0.153650	0.201965	0.062737	-0.147209	0.987114	2.267536	0.000000	0.000000	0.000000	1.000000	36	1464723718.815466	-146.804200	-4.664300	-107.350700	4.067100	1.479900	-1.656600	
1464723718.858436	1	211.16911	0.991468	0.122810	-0.043695	0.079159	-0.114593	0.980947	0.156879	0.201508	0.062129	-0.150534	0.986651	2.269204	0.000000	0.000000	0.000000	1.000000	38	1464723718.851392	-146.596900	-4.898400	-107.651000	4.071000	1.383800	-1.680700	
1464723718.896661	1	211.20730	0.991531	0.122748	-0.042416	0.078608	-0.114784	0.981079	0.155911	0.202100	0.060751	-0.149722	0.986860	2.268727	0.000000	0.000000	0.000000	1.000000	38	1464723718.887411	-146.390900	-5.129600	-107.956500	4.075200	1.287500	-1.705000	
1464723718.934054	1	211.24469	0.991579	0.122606	-0.041695	0.078744	-0.114954	0.981583	0.152582	0.202852	0.059635	-0.146504	0.987411	2.268417	0.000000	0.000000	0.000000	1.000000	37	1464723718.923401	-146.181000	-5.389100	-108.262900	4.078800	1.191300	-1.727600	
1464723718.971985	1	211.28262	0.991632	0.122594	-0.040458	0.078585	-0.115130	0.981577	0.152487	0.203208	0.058407	-0.146553	0.987477	2.268389	0.000000	0.000000	0.000000	1.000000	38	1464723718.971401	-145.913100	-5.735000	-108.680400	4.083900	1.062400	-1.758500	
1464723719.009016	1	211.31969	0.991654	0.123095	-0.038333	0.077583	-0.115706	0.980873	0.156527	0.202343	0.056867	-0.150785	0.986930	2.269411	0.000000	0.000000	0.000000	1.000000	37	1464723719.007451	-145.708100	-5.978300	-108.984300	4.087000	0.965900	-1.781800	
1464723719.052275	1	211.36289	0.991665	0.122998	-0.038365	0.078137	-0.115674	0.981069	0.155319	0.203545	0.056743	-0.149586	0.987119	2.269154	0.000000	0.000000	0.000000	1.000000	43	1464723719.043429	-145.506900	-6.215500	-109.294300	4.090300	0.869300	-1.805000	
1464723719.089671	1	211.40032	0.991633	0.123553	-0.037392	0.077197	-0.116308	0.980821	0.156407	0.203614	0.056000	-0.150749	0.986985	2.269125	0.000000	0.000000	0.000000	1.000000	37	1464723719.079408	-145.307200	-6.469600	-109.607800	4.094100	0.772300	-1.828100	
1464723719.127194	1	211.43784	0.991585	0.123617	-0.038434	0.078391	-0.116330	0.981136	0.154401	0.204058	0.056796	-0.148630	0.987260	2.268970	0.000000	0.000000	0.000000	1.000000	37	1464723719.115406	-145.104300	-6.741100	-109.916300	4.097700	0.675400	-1.849900	
1464723719.163486	1	211.47416	0.991631	0.123618	-0.037239	0.077709	-0.116646	0.981478	0.151972	0.204364	0.055336	-0.146356	0.987683	2.268292	0.000000	0.000000	0.000000	1.000000	36	1464723719.163394	-144.840700	-7.081400	-110.340900	4.102600	0.545800	-1.879900	
1464723719.204365	1	211.51504	0.991638	0.123684	-0.036832	0.077490	-0.116731	0.981358	0.152675	0.204342	0.055029	-0.147099	0.987590	2.268078	0.000000	0.000000	0.000000	1.000000	40	1464723719.199397	-144.642100	-7.310700	-110.645100	4.105700	0.448800	-1.903300	
1464723719.241473	1	211.55209	0.991772	0.123338	-0.034293	0.077237	-0.116694	0.981159	0.153980	0.204261	0.052638	-0.148711	0.987479	2.268794	0.000000	0.000000	0.000000	1.000000	37	1464723719.235383	-144.443300	-7.550600	-110.956200	4.109100	0.351900	-1.926300	
1464723719.282103	1	211.59275	0.991799	0.123408	-0.033235	0.077222	-0.116945	0.981202	0.153512	0.204497	0.051555	-0.148367	0.987588	2.268988	0.000000	0.000000	0.000000	1.000000	40	1464723719.271394	-144.247000	-7.813900	-111.268600	4.112500	0.254300	-1.948900	
1464723719.318303	1	211.62897	0.991848	0.123303	-0.032156	0.077071	-0.117105	0.981499	0.151481	0.204904	0.050239	-0.146480	0.987937	2.267524	0.000000	0.000000	0.000000	1.000000	36	1464723719.307418	-144.052500	-8.076500	-111.591400	4.115400	0.156900	-1.970000	
1464723719.361423	1	211.67206	0.991979	0.122858	-0.029724	0.077163	-0.116958	0.981313	0.152792	0.204819	0.047941	-0.148090	0.987811	2.268085	0.000000	0.000000	0.000000	1.000000	42	1464723719.355429	-143.789200	-8.393900	-112.015700	4.119200	0.026900	-2.000900	
1464723719.398627	1	211.70925	0.991999	0.122615	-0.030045	0.077553	-0.116682	0.981380	0.152572	0.205240	0.048193	-0.147846	0.987836	2.269233	0.000000	0.000000	0.000000	1.000000	37	1464723719.391417	-143.590000	-8.633600	-112.320300	4.121600	-0.070500	-2.023700	
1464723719.436725	1	211.74736	0.992071	0.122432	-0.028372	0.077109	-0.116711	0.981253	0.153368	0.205786	0.046617	-0.148841	0.987762	2.270450	0.000000	0.000000	0.000000	1.000000	38	1464723719.427373	-143.395000	-8.912200	-112.650100	4.124900	-0.168400	-2.044400	
1464723719.473501	1	211.78414	0.992108	0.122214	-0.028042	0.077715	-0.116579	0.981384	0.152627	0.206108	0.046173	-0.148153	0.987886	2.270739	0.000000	0.000000	0.000000	1.000000	36	1464723719.463402	-143.199900	-9.174800	-112.968500	4.127000	-0.266100	-2.066100	
1464723719.514000	1	211.82466	0.992124	0.122159	-0.027699	0.077755	-0.116523	0.981214	0.153760	0.206173	0.045962	-0.149321	0.987720	2.271320	0.000000	0.000000	0.000000	1.000000	40	1464723719.511439	-142.938700	-9.503200	-113.392800	4.130600	-0.396500	-2.095100	
1464723719.553138	1	211.86379	0.992208	0.121984	-0.025368	0.077661	-0.116722	0.981272	0.153236	0.206578	0.043585	-0.149081	0.987864	2.272587	0.000000	0.000000	0.000000	1.000000	38	1464723719.547476	-142.745000	-9.749000	-113.722200	4.132600	-0.494400	-2.117400	
1464723719.591455	1	211.90212	0.992283	0.121513	-0.024698	0.077699	-0.116418	0.981531	0.151802	0.207943	0.042688	-0.147756	0.988102	2.273037	0.000000	0.000000	0.000000	1.000000	38	1464723719.583407	-142.548100	-10.007400	-114.041500	4.134900	-0.592300	-2.138700	
1464723719.628279	1	211.93893	0.992226	0.122372	-0.022644	0.076717	-0.117477	0.981050	0.154080	0.207187	0.041070	-0.150222	0.987799	2.274174	0.000000	0.000000	0.000000	1.000000	36	1464723719.619486	-142.347900	-10.274400	-114.371300	4.137500	-0.690200	-2.158800	
1464723719.665140	1	211.97578	0.992286	0.122203	-0.020861	0.076559	-0.117573	0.981019	0.154203	0.207338	0.039309	-0.150561	0.987819	2.274865	0.000000	0.000000	0.000000	1.000000	36	1464723719.655397	-142.157000	-10.520200	-114.691300	4.139600	-0.788700	-2.180800	
1464723719.706401	1	212.01707	0.992366	0.121506	-0.021109	0.076576	-0.116829	0.981037	0.154650	0.207589	0.039500	-0.151003	0.987744	2.274986	0.000000	0.000000	0.000000	1.000000	41	1464723719.703457	-141.895200	-10.841700	-115.124400	4.142800	-0.919400	-2.209300	
1464723719.745457	1	212.05605	0.992480	0.120958	-0.018779	0.076163	-0.116645	0.981079	0.154524	0.208046	0.037114	-0.151171	0.987811	2.274900	0.000000	0.000000	0.000000	1.000000	38	1464723719.739505	-141.704600	-11.111200	-115.461400	4.144800	-1.018000	-2.229700	
1464723719.784857	1	212.09553	0.992613	0.120360	-0.015244	0.075652	-0.116561	0.980958	0.155356	0.208863	0.033652	-0.152432	0.987741	2.275978	0.000000	0.000000	0.000000	1.000000	39	1464723719.775505	-141.510800	-11.383600	-115.786100	4.146700	-1.116500	-2.250000	
1464723719.820052	1	212.13074	0.992719	0.119757	-0.012936	0.075653	-0.116242	0.980619	0.157718	0.209264	0.031573	-0.155066	0.987399	2.276774	0.000000	0.000000	0.000000	1.000000	35	1464723719.811380	-141.320000	-11.659400	-116.129900	4.148900	-1.215100	-2.269300	
1464723719.856021	1	212.16670	0.992683	0.120053	-0.012932	0.075928	-0.116517	0.980495	0.158279	0.209275	0.031682	-0.155615	0.987310	2.278462	0.000000	0.000000	0.000000	1.000000	35	1464723719.847399	-141.128200	-11.896900	-116.455800	4.150300	-1.313900	-2.291600	
1464723719.896288	1	212.20697	0.992745	0.119735	-0.011000	0.075891	-0.116476	0.980351	0.159200	0.209607	0.029846	-0.156764	0.987185	2.279125	0.000000	0.000000	0.000000	1.000000	40	1464723719.895408	-140.875800	-12.223300	-116.893600	4.153200	-1.445200	-2.319500	
1464723719.934635	1	212.24522	0.992781	0.119520	-0.010080	0.076169	-0.116399	0.980306	0.159535	0.209956	0.028949	-0.157210	0.987141	2.280344	0.000000	0.000000	0.000000	1.000000	38	1464723719.931398	-140.687300	-12.500500	-117.232000	4.153600	-1.544200	-2.338900	
1464723719.970981	1	212.28168	0.992800	0.119505	-0.008179	0.076010	-0.116682	0.980268	0.159561	0.210493	0.027086	-0.157458	0.987154	2.281327	0.000000	0.000000	0.000000	1.000000	36	1464723719.967399	-140.499900	-12.762200	-117.566500	4.155700	-1.643300	-2.358900	
1464723720.008265	1	212.31885	0.992905	0.118817	-0.004726	0.075329	-0.116617	0.980749	0.156630	0.211284	0.023246	-0.154967	0.987646	2.281456	0.000000	0.000000	0.000000	1.000000	36	1464723720.003373	-140.312900	-13.020600	-117.905700	4.156900	-1.742600	-2.378500	
1464723720.043633	1	212.35427	0.992958	0.118442	-0.002333	0.075085	-0.116577	0.980444	0.158556	0.211188	0.021068	-0.157168	0.987347	2.282656	0.000000	0.000000	0.000000	1.000000	35	1464723720.039475	-140.125300	-13.248500	-118.226500	4.157600	-1.841300	-2.400800	
1464723720.087765	1	212.39842	0.992961	0.118441	0.000346	0.074351	-0.117024	0.980627	0.157086	0.211490	0.018267	-0.156021	0.987585	2.282574	0.000000	0.000000	0.000000	1.000000	44	1464723720.087427	-139.878200	-13.614100	-118.680500	4.159300	-1.973900	-2.426100	
1464723720.123365	1	212.43399	0.993023	0.117901	0.002356	0.074268	-0.116768	0.980301	0.159293	0.211224	0.016471	-0.158457	0.987229	2.284000	0.000000	0.000000	0.000000	1.000000	35	1464723720.123446	-139.692200	-13.886800	-119.020700	4.160300	-2.073300	-2.445500	
1464723720.159059	1	212.46973	0.993136	0.116877	0.004520	0.074238	-0.116081	0.980165	0.160628	0.211192	0.014343	-0.160050	0.987005	2.284223	0.000000	0.000000	0.000000	1.000000	35	1464723720.147462	-139.562900	-14.056900	-119.250400	4.161700	-2.139200	-2.458800	
1464723720.197963	1	212.50858	0.993221	0.116014	0.007330	0.074209	-0.115703	0.980529	0.158666	0.212286	0.011220	-0.158439	0.987305	2.283810	0.000000	0.000000	0.000000	1.000000	38	1464723720.195394	-139.317300	-14.387000	-119.697600	4.161800	-2.271900	-2.485100	
1464723720.235648	1	212.54629	0.993225	0.115890	0.008573	0.074251	-0.115776	0.980510	0.158734	0.212625	0.009990	-0.158651	0.987284	2.284554	0.000000	0.000000	0.000000	1.000000	37	1464723720.231394	-139.133400	-14.647100	-120.036300	4.163300	-2.371600	-2.504900	
1464723720.280007	1	212.59062	0.993230	0.115623	0.011192	0.073703	-0.115930	0.980516	0.158580	0.212244	0.007362	-0.158804	0.987283	2.285161	0.000000	0.000000	0.000000	1.000000	44	1464723720.279444	-138.889400	-15.019200	-120.501000	4.164600	-2.504700	-2.529300	
1464723720.313714	1	212.62435	0.993230	0.115279	0.014309	0.072938	-0.116085	0.980453	0.158862	0.212331	0.004284	-0.159447	0.987197	2.285952	0.000000	0.000000	0.000000	1.000000	33	1464723720.303411	-138.762100	-15.192000	-120.724500	4.164900	-2.571100	-2.541800	
1464723720.351518	1	212.66214	0.993235	0.114990	0.016200	0.072651	-0.116106	0.980824	0.156537	0.212578	0.002111	-0.157358	0.987539	2.285856	0.000000	0.000000	0.000000	1.000000	37	1464723720.351553	-138.514000	-15.519800	-121.180300	4.165900	-2.703700	-2.568200	
1464723720.388457	1	212.69912	0.993209	0.114964	0.017889	0.072592	-0.116347	0.980907	0.155838	0.213046	0.000368	-0.156861	0.987621	2.286313	0.000000	0.000000	0.000000	1.000000	37	1464723720.387381	-138.331900	-15.780900	-121.527400	4.165900	-2.803800	-2.586900	
1464723720.427247	1	212.73789	0.993211	0.114687	0.019446	0.072853	-0.116318	0.980806	0.156489	0.212642	-0.001126	-0.157688	0.987488	2.287470	0.000000	0.000000	0.000000	1.000000	38	1464723720.423476	-138.143300	-16.057200	-121.874700	4.166900	-2.903800	-2.605500	
1464723720.476576	1	212.78716	0.993156	0.114878	0.021067	0.072873	-0.116771	0.980269	0.159488	0.212671	-0.002330	-0.160857	0.986975	2.288112	0.000000	0.000000	0.000000	1.000000	49	1464723720.471454	-137.897900	-16.421200	-122.349500	4.166500	-3.037200	-2.629200	
1464723720.511507	1	212.82207	0.993185	0.114205	0.023266	0.073047	-0.116462	0.980238	0.159907	0.213582	-0.004544	-0.161527	0.986858	2.287941	0.000000	0.000000	0.000000	1.000000	35	1464723720.507563	-137.713900	-16.662300	-122.689600	4.166900	-3.137400	-2.648400	
1464723720.542293	1	212.85296	0.993169	0.113554	0.026830	0.072818	-0.116373	0.980694	0.157149	0.214562	-0.008468	-0.159198	0.987210	2.288371	0.000000	0.000000	0.000000	1.000000	30	1464723720.531365	-137.592900	-16.829600	-122.929200	4.166700	-3.204400	-2.661200	
1464723720.576318	1	212.88699	0.993091	0.112762	0.032490	0.071841	-0.116426	0.981421	0.152502	0.215493	-0.014690	-0.155231	0.987769	2.287764	0.000000	0.000000	0.000000	1.000000	34	1464723720.567373	-137.405600	-17.098500	-123.274900	4.166500	-3.304600	-2.679700	
1464723720.611683	1	212.92231	0.993054	0.112274	0.035188	0.071802	-0.116344	0.981598	0.151422	0.215275	-0.017540	-0.154464	0.987843	2.287377	0.000000	0.000000	0.000000	1.000000	35	1464723720.603463	-137.228400	-17.385400	-123.636500	4.166500	-3.405200	-2.695900	
1464723720.646991	1	212.95763	0.993000	0.111957	0.037635	0.071759	-0.116418	0.981527	0.151828	0.215233	-0.019942	-0.155146	0.987690	2.287807	0.000000	0.000000	0.000000	1.000000	35	1464723720.639433	-137.045400	-17.642400	-123.990400	4.166500	-3.505600	-2.714800	
1464723720.687647	1	212.99832	0.992951	0.111767	0.039447	0.071904	-0.116480	0.981737	0.150412	0.216069	-0.021916	-0.153947	0.987836	2.287036	0.000000	0.000000	0.000000	1.000000	40	1464723720.687405	-136.807700	-17.975900	-124.457200	4.166100	-3.639700	-2.739100	
1464723720.727082	1	213.03772	0.992910	0.111671	0.040726	0.071628	-0.116592	0.981664	0.150807	0.215778	-0.023138	-0.154487	0.987724	2.287377	0.000000	0.000000	0.000000	1.000000	39	1464723720.723408	-136.629100	-18.254600	-124.822100	4.165600	-3.740500	-2.756600	
1464723720.763967	1	213.07464	0.992768	0.111570	0.044305	0.071101	-0.117010	0.981817	0.149482	0.216018	-0.026822	-0.153585	0.987771	2.287982	0.000000	0.000000	0.000000	1.000000	37	1464723720.759352	-136.447500	-18.534400	-125.177200	4.164900	-3.841300	-2.773700	
1464723720.801917	1	213.11262	0.992624	0.112243	0.045825	0.071098	-0.117830	0.982138	0.146701	0.216465	-0.028541	-0.151018	0.988119	2.288106	0.000000	0.000000	0.000000	1.000000	38	1464723720.795432	-136.273200	-18.802500	-125.535700	4.164900	-3.942300	-2.790200	
