EBT Packet Time	tracking	tracking time(s)	T[0,0]	T[0,1]	T[0,2]	T[0,3]	T[1,0]	T[1,1]	T[1,2]	T[1,3]	T[2,0]	T[2,1]	T[2,2]	T[2,3]	T[3,0]	T[3,1]	T[3,2]	T[3,3]	Frame Time(ms)	KUKA Data Time	x	y	z	a	b	c
1464723568.659347	1	60.97002	0.977766	0.026670	0.207995	-0.819359	-0.079532	0.964937	0.250141	-0.546642	-0.194031	-0.261121	0.945604	2.523257	0.000000	0.000000	0.000000	1.000000	36	1464723568.650678	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723568.696672	1	61.00732	0.977637	0.027444	0.208500	-0.818897	-0.080355	0.964967	0.249764	-0.545993	-0.194341	-0.260933	0.945593	2.522791	0.000000	0.000000	0.000000	1.000000	37	1464723568.686598	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723568.734179	1	61.04480	0.977677	0.027875	0.208257	-0.819055	-0.080831	0.964779	0.250335	-0.546003	-0.193944	-0.261580	0.945495	2.523214	0.000000	0.000000	0.000000	1.000000	37	1464723568.722623	-906.460100	687.032500	-368.801700	1.679900	-11.590000	-10.860100	
1464723568.773079	1	61.08372	0.977391	0.027982	0.209579	-0.818309	-0.081781	0.964089	0.252673	-0.544426	-0.194983	-0.264100	0.944581	2.522057	0.000000	0.000000	0.000000	1.000000	38	1464723568.770558	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723568.811413	1	61.12203	0.977124	0.026170	0.211055	-0.817463	-0.080603	0.963933	0.253645	-0.544868	-0.196805	-0.264854	0.943992	2.521749	0.000000	0.000000	0.000000	1.000000	38	1464723568.806547	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723568.849192	1	61.15980	0.976861	0.026134	0.212272	-0.818883	-0.080701	0.964180	0.252675	-0.544920	-0.198064	-0.263959	0.943979	2.522497	0.000000	0.000000	0.000000	1.000000	37	1464723568.842598	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723568.886995	1	61.19764	0.977171	0.026518	0.210793	-0.819714	-0.080744	0.964086	0.253021	-0.546354	-0.196513	-0.264265	0.944218	2.524327	0.000000	0.000000	0.000000	1.000000	37	1464723568.878593	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723568.926647	1	61.23733	0.976984	0.027230	0.211568	-0.817840	-0.081233	0.964580	0.250973	-0.544163	-0.197240	-0.262383	0.944591	2.521494	0.000000	0.000000	0.000000	1.000000	39	1464723568.926566	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723568.965164	1	61.27579	0.977377	0.027213	0.209745	-0.819717	-0.080445	0.964986	0.249661	-0.547096	-0.195607	-0.260886	0.945345	2.524420	0.000000	0.000000	0.000000	1.000000	38	1464723568.962571	-906.463100	687.028200	-368.803400	1.680000	-11.590100	-10.860000	
1464723569.002905	1	61.31359	0.977301	0.027074	0.210119	-0.817077	-0.080353	0.965065	0.249384	-0.544085	-0.196027	-0.260607	0.945334	2.520847	0.000000	0.000000	0.000000	1.000000	38	1464723568.998620	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.039932	1	61.35059	0.977232	0.026549	0.210504	-0.818853	-0.079867	0.965195	0.249039	-0.545649	-0.196565	-0.260181	0.945340	2.522124	0.000000	0.000000	0.000000	1.000000	36	1464723569.034534	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.085376	1	61.39604	0.977400	0.026526	0.209728	-0.819314	-0.079384	0.965544	0.247835	-0.547000	-0.195927	-0.258883	0.945829	2.523942	0.000000	0.000000	0.000000	1.000000	45	1464723569.082554	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.119892	1	61.43057	0.977567	0.027249	0.208856	-0.818765	-0.080222	0.965026	0.249578	-0.545910	-0.194751	-0.260734	0.945563	2.523514	0.000000	0.000000	0.000000	1.000000	34	1464723569.118552	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.157089	1	61.46773	0.977572	0.027309	0.208824	-0.819329	-0.080461	0.964767	0.250500	-0.545861	-0.194625	-0.261684	0.945327	2.524371	0.000000	0.000000	0.000000	1.000000	37	1464723569.154568	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723569.192706	1	61.50333	0.977503	0.026766	0.209216	-0.818378	-0.080259	0.964499	0.251594	-0.545177	-0.195054	-0.262726	0.944949	2.523330	0.000000	0.000000	0.000000	1.000000	35	1464723569.190599	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723569.229428	1	61.54009	0.977656	0.026609	0.208521	-0.819299	-0.080002	0.964407	0.252028	-0.546210	-0.194393	-0.263079	0.944987	2.524396	0.000000	0.000000	0.000000	1.000000	36	1464723569.226617	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.276045	1	61.58667	0.977814	0.026815	0.207749	-0.818718	-0.079789	0.964685	0.251029	-0.545394	-0.193681	-0.262036	0.945423	2.523461	0.000000	0.000000	0.000000	1.000000	46	1464723569.274979	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.308407	1	61.61905	0.977530	0.026793	0.209087	-0.819154	-0.079923	0.964939	0.250010	-0.545327	-0.195058	-0.261103	0.945398	2.523426	0.000000	0.000000	0.000000	1.000000	32	1464723569.298587	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.345316	1	61.65596	0.977385	0.026180	0.209840	-0.818402	-0.080057	0.964257	0.252585	-0.545195	-0.195727	-0.263672	0.944546	2.523049	0.000000	0.000000	0.000000	1.000000	37	1464723569.334588	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723569.382405	1	61.69306	0.977413	0.025876	0.209750	-0.818395	-0.079659	0.964383	0.252231	-0.545937	-0.195753	-0.263242	0.944661	2.523010	0.000000	0.000000	0.000000	1.000000	37	1464723569.382596	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723569.419049	1	61.72968	0.977396	0.025898	0.209825	-0.819078	-0.079482	0.964673	0.251175	-0.545773	-0.195907	-0.262175	0.944926	2.523296	0.000000	0.000000	0.000000	1.000000	36	1464723569.418610	-906.461200	687.031100	-368.800000	1.679900	-11.590000	-10.860000	
1464723569.456857	1	61.76751	0.977538	0.025642	0.209194	-0.819134	-0.079177	0.964546	0.251757	-0.546659	-0.195322	-0.262666	0.944911	2.524766	0.000000	0.000000	0.000000	1.000000	37	1464723569.454555	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.499599	1	61.81017	0.977743	0.027005	0.208059	-0.819538	-0.079840	0.964961	0.249951	-0.545711	-0.194019	-0.261000	0.945640	2.524559	0.000000	0.000000	0.000000	1.000000	42	1464723569.490590	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.536298	1	61.84698	0.977675	0.027206	0.208353	-0.819699	-0.080095	0.964971	0.249832	-0.545940	-0.194258	-0.260943	0.945607	2.525406	0.000000	0.000000	0.000000	1.000000	37	1464723569.526619	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.572759	1	61.88344	0.977803	0.027391	0.207730	-0.819746	-0.080085	0.964999	0.249725	-0.546524	-0.193619	-0.260818	0.945772	2.525670	0.000000	0.000000	0.000000	1.000000	36	1464723569.562585	-906.461000	687.027300	-368.800300	1.680000	-11.590000	-10.860000	
1464723569.609401	1	61.92008	0.978197	0.028292	0.205742	-0.819806	-0.080371	0.965056	0.249416	-0.546811	-0.191496	-0.260513	0.946289	2.526183	0.000000	0.000000	0.000000	1.000000	36	1464723569.598566	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723569.647737	1	61.95833	0.978299	0.028162	0.205274	-0.819495	-0.080089	0.965113	0.249282	-0.546647	-0.191092	-0.260313	0.946425	2.526279	0.000000	0.000000	0.000000	1.000000	38	1464723569.646568	-906.460400	687.036300	-368.801400	1.679900	-11.590000	-10.860200	
1464723569.686193	1	61.99688	0.978223	0.027182	0.205767	-0.818698	-0.079089	0.965408	0.248460	-0.545811	-0.191895	-0.259323	0.946535	2.525009	0.000000	0.000000	0.000000	1.000000	38	1464723569.682594	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.722003	1	62.03266	0.978074	0.026796	0.206526	-0.819367	-0.078993	0.965314	0.248855	-0.546012	-0.192694	-0.259713	0.946265	2.525112	0.000000	0.000000	0.000000	1.000000	35	1464723569.718556	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723569.758365	1	62.06905	0.977610	0.026031	0.208809	-0.818043	-0.079054	0.965063	0.249807	-0.545061	-0.195011	-0.260721	0.945513	2.523202	0.000000	0.000000	0.000000	1.000000	36	1464723569.754542	-906.461000	687.031600	-368.800100	1.679900	-11.590000	-10.860100	
1464723569.799100	1	62.10977	0.977265	0.025536	0.210477	-0.817871	-0.079179	0.964853	0.250577	-0.544555	-0.196680	-0.261546	0.944939	2.521886	0.000000	0.000000	0.000000	1.000000	40	1464723569.790546	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723569.834901	1	62.14555	0.977371	0.025754	0.209956	-0.819623	-0.078910	0.965302	0.248927	-0.545490	-0.196261	-0.259862	0.945491	2.523288	0.000000	0.000000	0.000000	1.000000	35	1464723569.826595	-906.457500	687.029900	-368.799600	1.680000	-11.589900	-10.860100	
1464723569.871504	1	62.18211	0.977682	0.026362	0.208429	-0.819465	-0.078735	0.965767	0.247175	-0.545578	-0.194778	-0.258070	0.946288	2.523761	0.000000	0.000000	0.000000	1.000000	36	1464723569.862632	-906.461000	687.031600	-368.800100	1.679900	-11.590000	-10.860100	
1464723569.907744	1	62.21837	0.977939	0.026233	0.207235	-0.820247	-0.078373	0.965689	0.247595	-0.547524	-0.193629	-0.258374	0.946441	2.525770	0.000000	0.000000	0.000000	1.000000	36	1464723569.898572	-906.461000	687.031600	-368.800100	1.679900	-11.590000	-10.860100	
1464723569.947153	1	62.25781	0.977872	0.027383	0.207402	-0.819570	-0.079637	0.965479	0.248007	-0.546635	-0.193451	-0.259036	0.946296	2.525772	0.000000	0.000000	0.000000	1.000000	39	1464723569.946647	-906.463800	687.029400	-368.802400	1.680000	-11.590200	-10.859900	
1464723569.985426	1	62.29608	0.977915	0.027521	0.207183	-0.819404	-0.079723	0.965462	0.248047	-0.546337	-0.193201	-0.259086	0.946334	2.525767	0.000000	0.000000	0.000000	1.000000	38	1464723569.982599	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723570.021562	1	62.33222	0.978212	0.027446	0.205788	-0.819692	-0.079409	0.965314	0.248723	-0.545940	-0.191824	-0.259645	0.946461	2.525824	0.000000	0.000000	0.000000	1.000000	36	1464723570.018599	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723570.058003	1	62.36865	0.977751	0.026932	0.208032	-0.818552	-0.079613	0.965166	0.249231	-0.545320	-0.194073	-0.260248	0.945836	2.524751	0.000000	0.000000	0.000000	1.000000	36	1464723570.054644	-906.460600	687.029900	-368.801000	1.679900	-11.590000	-10.860100	
1464723570.095972	1	62.40658	0.977770	0.026739	0.207967	-0.818883	-0.079093	0.965600	0.247710	-0.545490	-0.194190	-0.258652	0.946250	2.524081	0.000000	0.000000	0.000000	1.000000	37	1464723570.090718	-906.460700	687.029400	-368.800900	1.680000	-11.590000	-10.859900	
1464723570.134197	1	62.44489	0.977537	0.025961	0.209161	-0.818371	-0.079059	0.965088	0.249708	-0.544884	-0.195376	-0.260635	0.945462	2.523081	0.000000	0.000000	0.000000	1.000000	38	1464723570.126623	-906.449800	687.019100	-368.787200	1.680100	-11.589700	-10.859200	
1464723570.175996	1	62.48660	0.977490	0.025678	0.209411	-0.818858	-0.079008	0.964893	0.250478	-0.545144	-0.195628	-0.261385	0.945203	2.523054	0.000000	0.000000	0.000000	1.000000	42	1464723570.174618	-906.287600	686.993700	-368.532300	1.683200	-11.583300	-10.854500	
1464723570.212401	1	62.52309	0.977279	0.025625	0.210401	-0.818036	-0.078926	0.965273	0.249037	-0.544493	-0.196712	-0.259985	0.945364	2.521908	0.000000	0.000000	0.000000	1.000000	36	1464723570.210553	-906.038700	686.764400	-367.960100	1.689400	-11.573000	-10.836300	
1464723570.259857	1	62.57049	0.977546	0.025410	0.209185	-0.818817	-0.078433	0.965250	0.249279	-0.545945	-0.195582	-0.260089	0.945570	2.522991	0.000000	0.000000	0.000000	1.000000	47	1464723570.258604	-905.382600	686.040700	-366.470100	1.692300	-11.547000	-10.776100	
1464723570.291869	1	62.60229	0.977445	0.025873	0.209601	-0.818906	-0.079112	0.965061	0.249799	-0.545464	-0.195815	-0.260746	0.945340	2.522874	0.000000	0.000000	0.000000	1.000000	32	1464723570.282597	-904.885000	685.504500	-365.405400	1.693600	-11.527000	-10.730500	
1464723570.325319	1	62.63597	0.977655	0.027071	0.208465	-0.819942	-0.080120	0.964807	0.250457	-0.546538	-0.194348	-0.261563	0.945417	2.524035	0.000000	0.000000	0.000000	1.000000	33	1464723570.318565	-903.935200	684.587600	-363.441700	1.691300	-11.487900	-10.645600	
1464723570.363577	1	62.67425	0.977920	0.026999	0.207229	-0.816776	-0.079265	0.965442	0.248270	-0.544048	-0.193365	-0.259214	0.946265	2.520749	0.000000	0.000000	0.000000	1.000000	38	1464723570.354591	-902.822900	683.501700	-361.108400	1.691000	-11.441800	-10.545400	
1464723570.399825	1	62.71039	0.977695	0.027747	0.208187	-0.816749	-0.080252	0.965374	0.248217	-0.542302	-0.194091	-0.259388	0.946069	2.518641	0.000000	0.000000	0.000000	1.000000	36	1464723570.390587	-901.612700	682.252000	-358.535400	1.693300	-11.392800	-10.433500	
1464723570.436960	1	62.74762	0.977429	0.028141	0.209379	-0.814417	-0.080512	0.965912	0.246030	-0.540944	-0.195319	-0.257335	0.946377	2.515865	0.000000	0.000000	0.000000	1.000000	37	1464723570.426601	-900.323900	680.913500	-355.847900	1.695100	-11.340600	-10.314600	
1464723570.482890	1	62.79355	0.977819	0.029134	0.207415	-0.814783	-0.080506	0.966484	0.243777	-0.542205	-0.193361	-0.255068	0.947392	2.517211	0.000000	0.000000	0.000000	1.000000	46	1464723570.474603	-898.516800	679.104800	-352.201300	1.698900	-11.268300	-10.155000	
1464723570.516525	1	62.82720	0.978055	0.029978	0.206180	-0.813046	-0.080704	0.966850	0.242255	-0.539463	-0.192083	-0.253578	0.948052	2.514729	0.000000	0.000000	0.000000	1.000000	33	1464723570.510574	-897.151000	677.748800	-349.453200	1.701600	-11.213800	-10.036100	
1464723570.552448	1	62.86312	0.978408	0.029715	0.204534	-0.809823	-0.079227	0.967938	0.238368	-0.537413	-0.190893	-0.249426	0.949393	2.510710	0.000000	0.000000	0.000000	1.000000	36	1464723570.546575	-895.788700	676.412800	-346.718000	1.703000	-11.160000	-9.917900	
1464723570.589655	1	62.90030	0.979061	0.031331	0.201142	-0.810150	-0.079267	0.968775	0.234929	-0.537406	-0.187500	-0.245954	0.950973	2.510704	0.000000	0.000000	0.000000	1.000000	37	1464723570.582539	-894.434200	675.060300	-344.000000	1.706100	-11.107200	-9.798400	
1464723570.628167	1	62.93881	0.979415	0.032279	0.199261	-0.808955	-0.079299	0.969298	0.232750	-0.536673	-0.185631	-0.243760	0.951905	2.509520	0.000000	0.000000	0.000000	1.000000	38	1464723570.618553	-893.079400	673.675200	-341.279500	1.708800	-11.054300	-9.678500	
1464723570.667923	1	62.97861	0.979291	0.032463	0.199840	-0.805284	-0.078970	0.970126	0.229390	-0.534124	-0.186423	-0.240421	0.952599	2.505969	0.000000	0.000000	0.000000	1.000000	40	1464723570.666583	-891.236300	671.851400	-337.640900	1.712900	-10.983100	-9.520000	
1464723570.706253	1	63.01691	0.979380	0.033480	0.199234	-0.802269	-0.078665	0.971539	0.223435	-0.529672	-0.186084	-0.234501	0.954140	2.500434	0.000000	0.000000	0.000000	1.000000	38	1464723570.702610	-889.833600	670.518400	-334.920800	1.714400	-10.929100	-9.402600	
1464723570.743506	1	63.05417	0.979198	0.034027	0.200035	-0.801024	-0.078736	0.972311	0.220026	-0.528544	-0.187009	-0.231199	0.954764	2.496764	0.000000	0.000000	0.000000	1.000000	37	1464723570.738538	-888.431200	669.156300	-332.202800	1.715600	-10.875900	-9.284200	
1464723570.781004	1	63.09161	0.979232	0.034946	0.199710	-0.798953	-0.079290	0.972589	0.218595	-0.527295	-0.186597	-0.229891	0.955161	2.493595	0.000000	0.000000	0.000000	1.000000	37	1464723570.774594	-887.038800	667.751500	-329.486700	1.718200	-10.823200	-9.163500	
1464723570.827611	1	63.13823	0.979107	0.035744	0.200177	-0.796020	-0.079687	0.973136	0.216001	-0.524686	-0.187079	-0.227440	0.955653	2.489346	0.000000	0.000000	0.000000	1.000000	46	1464723570.822578	-885.181900	665.928800	-325.880600	1.721100	-10.753300	-9.006000	
1464723570.860938	1	63.17160	0.979350	0.036539	0.198842	-0.795952	-0.079772	0.973572	0.213994	-0.524028	-0.185768	-0.225437	0.956383	2.487112	0.000000	0.000000	0.000000	1.000000	33	1464723570.858638	-883.768400	664.572600	-323.177300	1.722800	-10.699900	-8.888300	
1464723570.898747	1	63.20942	0.979244	0.037732	0.199142	-0.792963	-0.080415	0.974208	0.210839	-0.521584	-0.186050	-0.222476	0.957021	2.482760	0.000000	0.000000	0.000000	1.000000	37	1464723570.894595	-882.335400	663.176600	-320.468800	1.726200	-10.647100	-8.769500	
1464723570.938121	1	63.24878	0.978942	0.037845	0.200600	-0.790781	-0.080799	0.974248	0.210504	-0.519610	-0.187468	-0.222280	0.956790	2.479349	0.000000	0.000000	0.000000	1.000000	39	1464723570.930599	-880.898900	661.769500	-317.756400	1.727300	-10.593700	-8.649700	
1464723570.979814	1	63.29048	0.979153	0.038775	0.199391	-0.790566	-0.081020	0.974699	0.208319	-0.521084	-0.186269	-0.220131	0.957521	2.479555	0.000000	0.000000	0.000000	1.000000	41	1464723570.978582	-879.001000	659.928000	-314.161700	1.730800	-10.523900	-8.491900	
1464723571.028172	1	63.33884	0.979629	0.039369	0.196919	-0.789198	-0.080577	0.975254	0.205880	-0.519200	-0.183941	-0.217553	0.958560	2.479027	0.000000	0.000000	0.000000	1.000000	48	1464723571.026545	-877.087300	658.085000	-310.578700	1.732700	-10.454000	-8.333800	
1464723571.064504	1	63.37518	0.980124	0.040971	0.194109	-0.788566	-0.081176	0.975608	0.203960	-0.517986	-0.181017	-0.215663	0.959543	2.478530	0.000000	0.000000	0.000000	1.000000	36	1464723571.062601	-875.642000	656.690500	-307.886500	1.735700	-10.401800	-8.215500	
1464723571.102505	1	63.41317	0.980671	0.041718	0.191167	-0.785980	-0.080448	0.976575	0.199573	-0.515359	-0.178363	-0.211094	0.961055	2.475286	0.000000	0.000000	0.000000	1.000000	37	1464723571.098565	-874.178400	655.290100	-305.192300	1.736800	-10.348900	-8.096300	
1464723571.138064	1	63.44868	0.980562	0.041611	0.191747	-0.781245	-0.079853	0.977292	0.196274	-0.511606	-0.179226	-0.207770	0.961618	2.468959	0.000000	0.000000	0.000000	1.000000	35	1464723571.134601	-872.708500	653.888800	-302.504500	1.737800	-10.296400	-7.977600	
1464723571.174554	1	63.48523	0.980202	0.041398	0.193621	-0.777698	-0.080510	0.976738	0.198746	-0.508587	-0.180890	-0.210400	0.960734	2.463606	0.000000	0.000000	0.000000	1.000000	36	1464723571.170574	-871.240000	652.492400	-299.822800	1.739100	-10.243800	-7.859100	
1464723571.212862	1	63.52351	0.979649	0.041776	0.196324	-0.775357	-0.081218	0.976955	0.197388	-0.505533	-0.183554	-0.209316	0.960466	2.457665	0.000000	0.000000	0.000000	1.000000	38	1464723571.206596	-869.774300	651.078700	-297.148000	1.740600	-10.192000	-7.740400	
1464723571.249613	1	63.56026	0.979700	0.041787	0.196065	-0.773396	-0.080777	0.977408	0.195316	-0.504607	-0.183473	-0.207189	0.960942	2.453805	0.000000	0.000000	0.000000	1.000000	36	1464723571.242586	-868.304200	649.674100	-294.473100	1.741400	-10.139800	-7.621700	
1464723571.287380	1	63.59790	0.979346	0.041432	0.197903	-0.771107	-0.080773	0.977456	0.195077	-0.502010	-0.185359	-0.207033	0.960614	2.449520	0.000000	0.000000	0.000000	1.000000	37	1464723571.278582	-866.819000	648.262600	-291.803800	1.744200	-10.087800	-7.503600	
1464723571.328203	1	63.63889	0.979451	0.042140	0.197230	-0.769129	-0.081436	0.977296	0.195605	-0.500757	-0.184509	-0.207647	0.960645	2.446148	0.000000	0.000000	0.000000	1.000000	41	1464723571.326542	-864.808000	646.403100	-288.239400	1.745000	-10.017500	-7.346600	
1464723571.366895	1	63.67751	0.979960	0.043385	0.194412	-0.768950	-0.081292	0.978123	0.191487	-0.499566	-0.181851	-0.203454	0.962048	2.444167	0.000000	0.000000	0.000000	1.000000	38	1464723571.362631	-863.305700	644.978700	-285.571800	1.746700	-9.965400	-7.227800	
1464723571.404920	1	63.71558	0.980765	0.045016	0.189931	-0.767750	-0.081408	0.978711	0.188407	-0.498029	-0.177406	-0.200245	0.963550	2.442716	0.000000	0.000000	0.000000	1.000000	38	1464723571.398610	-861.804100	643.548600	-282.906600	1.747600	-9.913400	-7.108600	
1464723571.440685	1	63.75129	0.981364	0.046199	0.186523	-0.767914	-0.080960	0.979718	0.183297	-0.499004	-0.174272	-0.194982	0.965200	2.443342	0.000000	0.000000	0.000000	1.000000	35	1464723571.434562	-860.299800	642.124300	-280.253200	1.748600	-9.861600	-6.990400	
1464723571.476276	1	63.78693	0.981890	0.047108	0.183502	-0.765056	-0.080549	0.980492	0.179296	-0.496835	-0.171476	-0.190830	0.966530	2.441510	0.000000	0.000000	0.000000	1.000000	35	1464723571.470533	-858.775600	640.711900	-277.596800	1.750100	-9.809100	-6.872600	
1464723571.516215	1	63.82688	0.982817	0.047970	0.178243	-0.764130	-0.079471	0.981526	0.174041	-0.497072	-0.166601	-0.185215	0.968473	2.441112	0.000000	0.000000	0.000000	1.000000	39	1464723571.506577	-857.248000	639.291600	-274.945800	1.750200	-9.757700	-6.754600	
1464723571.552880	1	63.86347	0.982234	0.048232	0.181356	-0.758943	-0.080267	0.981523	0.173692	-0.490455	-0.169628	-0.185163	0.967957	2.433935	0.000000	0.000000	0.000000	1.000000	37	1464723571.542604	-855.714400	637.855500	-272.292600	1.750400	-9.705900	-6.635000	
1464723571.591801	1	63.90242	0.982358	0.048964	0.180488	-0.757781	-0.080547	0.981789	0.172053	-0.489921	-0.168777	-0.183556	0.968412	2.431201	0.000000	0.000000	0.000000	1.000000	38	1464723571.590660	-853.660200	635.941600	-268.764600	1.751000	-9.636700	-6.477300	
1464723571.630181	1	63.94084	0.982397	0.048961	0.180272	-0.756023	-0.080080	0.982250	0.169626	-0.487877	-0.168767	-0.181076	0.968880	2.427817	0.000000	0.000000	0.000000	1.000000	38	1464723571.626651	-852.112400	634.508100	-266.124600	1.751100	-9.584800	-6.359000	
1464723571.671317	1	63.98192	0.982317	0.049087	0.180678	-0.753650	-0.080190	0.982331	0.169099	-0.486085	-0.169185	-0.180597	0.968897	2.423990	0.000000	0.000000	0.000000	1.000000	41	1464723571.662668	-850.566700	633.067700	-263.486000	1.753200	-9.533700	-6.241100	
1464723571.707786	1	64.01843	0.982526	0.049718	0.179361	-0.752588	-0.080030	0.982881	0.165951	-0.484640	-0.168040	-0.177406	0.969685	2.421549	0.000000	0.000000	0.000000	1.000000	36	1464723571.698624	-849.009200	631.623200	-260.847600	1.752800	-9.482000	-6.122100	
1464723571.744516	1	64.05521	0.983022	0.050571	0.176378	-0.750246	-0.080038	0.983178	0.164182	-0.482516	-0.165108	-0.175512	0.970533	2.418523	0.000000	0.000000	0.000000	1.000000	37	1464723571.734571	-847.444900	630.167600	-258.212900	1.753600	-9.431000	-6.002700	
1464723571.781986	1	64.09268	0.983270	0.051342	0.174768	-0.748940	-0.079820	0.983878	0.160043	-0.480822	-0.163733	-0.171315	0.971516	2.416189	0.000000	0.000000	0.000000	1.000000	37	1464723571.770687	-845.872300	628.724900	-255.585300	1.754100	-9.379100	-5.884700	
1464723571.822812	1	64.13344	0.983497	0.052306	0.173197	-0.746212	-0.080194	0.984151	0.158163	-0.479229	-0.162179	-0.169442	0.972105	2.413344	0.000000	0.000000	0.000000	1.000000	40	1464723571.818576	-843.765200	626.778600	-252.082600	1.755100	-9.310600	-5.726900	
1464723571.860097	1	64.17079	0.983518	0.052356	0.173066	-0.743596	-0.080114	0.984260	0.157523	-0.477070	-0.162095	-0.168791	0.972232	2.410107	0.000000	0.000000	0.000000	1.000000	37	1464723571.854528	-842.179900	625.320500	-249.459800	1.755900	-9.258900	-5.608200	
1464723571.901942	1	64.21256	0.983810	0.052427	0.171374	-0.741961	-0.079017	0.985182	0.152226	-0.476368	-0.160854	-0.163303	0.973375	2.407627	0.000000	0.000000	0.000000	1.000000	41	1464723571.890603	-840.590100	623.863000	-246.841500	1.754400	-9.207900	-5.489500	
1464723571.937208	1	64.24786	0.983585	0.052474	0.172649	-0.738113	-0.079186	0.985254	0.151672	-0.472246	-0.162145	-0.162853	0.973236	2.402850	0.000000	0.000000	0.000000	1.000000	35	1464723571.926560	-838.996700	622.401800	-244.229400	1.754100	-9.157000	-5.370500	
1464723571.976510	1	64.28712	0.983359	0.052761	0.173842	-0.734816	-0.079592	0.985296	0.151185	-0.469586	-0.163309	-0.162505	0.973099	2.397191	0.000000	0.000000	0.000000	1.000000	39	1464723571.974566	-836.856000	620.450100	-240.748700	1.754500	-9.088800	-5.213300	
1464723572.012325	1	64.32298	0.983299	0.052844	0.174158	-0.732925	-0.079605	0.985408	0.150448	-0.468717	-0.163667	-0.161799	0.973157	2.393866	0.000000	0.000000	0.000000	1.000000	35	1464723572.010711	-835.252100	618.972000	-238.134800	1.754100	-9.037800	-5.094800	
1464723572.050119	1	64.36080	0.983368	0.053358	0.173610	-0.731358	-0.079315	0.986071	0.146196	-0.466875	-0.163391	-0.157535	0.973903	2.390093	0.000000	0.000000	0.000000	1.000000	38	1464723572.046617	-833.629200	617.504300	-235.533200	1.754100	-8.986300	-4.976400	
1464723572.087016	1	64.39766	0.983410	0.053818	0.173231	-0.729851	-0.079510	0.986236	0.144974	-0.466024	-0.163044	-0.156343	0.974153	2.387877	0.000000	0.000000	0.000000	1.000000	36	1464723572.082591	-831.993500	616.041700	-232.935700	1.753300	-8.935000	-4.858400	
1464723572.125854	1	64.43646	0.983365	0.054769	0.173188	-0.727070	-0.080830	0.985798	0.147205	-0.462731	-0.162666	-0.158755	0.973826	2.383868	0.000000	0.000000	0.000000	1.000000	38	1464723572.118548	-830.365700	614.572700	-230.339700	1.752700	-8.884500	-4.740000	
1464723572.163547	1	64.47414	0.983356	0.054935	0.173184	-0.725078	-0.081207	0.985577	0.148473	-0.461743	-0.162529	-0.160066	0.973634	2.381236	0.000000	0.000000	0.000000	1.000000	37	1464723572.154740	-828.734800	613.087800	-227.743600	1.753100	-8.833500	-4.621700	
1464723572.202142	1	64.51277	0.983506	0.055203	0.172244	-0.722531	-0.080888	0.985992	0.145869	-0.459547	-0.161779	-0.157396	0.974194	2.377748	0.000000	0.000000	0.000000	1.000000	38	1464723572.190622	-827.100400	611.602500	-225.157400	1.752400	-8.783000	-4.503100	
1464723572.238001	1	64.54865	0.983852	0.055255	0.170241	-0.720532	-0.080222	0.986399	0.143460	-0.458474	-0.159999	-0.154800	0.974904	2.375087	0.000000	0.000000	0.000000	1.000000	35	1464723572.226580	-825.449100	610.121400	-222.574300	1.752100	-8.731500	-4.385500	
